GOAL-Flight Delay;Year;Month;DayofMonth;DayOfWeek;DepTime;CRSDepTime;ArrTime;CRSArrTime;UniqueCarrier;FlightNum;TailNum;ActualElapsedTime;CRSElapsedTime;AirTime;DepDelay;Origin;Dest;Distance;TaxiIn;TaxiOut;Cancelled;Diverted;CarrierDelay;WeatherDelay;NASDelay;SecurityDelay;LateAircraftDelay
-2.0;2007;3;5;1;609.0;611;735.0;737;OO;6401;N746SK;86.0;86.0;70.0;-2.0;EUG;SFO;451;5;11;0;0;0;0;0;0;0
-2.0;2007;9;27;4;1733.0;1735;1901.0;1903;UA;595;N672UA;148.0;148.0;127.0;-2.0;DEN;SFO;967;7;14;0;0;0;0;0;0;0
17.0;2007;8;14;2;948.0;929;1104.0;1047;OO;6335;N964SW;76.0;78.0;62.0;19.0;MFR;SFO;329;5;9;0;0;0;0;0;0;17
6.0;2007;3;15;4;1707.0;1700;1944.0;1938;UA;155;N647UA;277.0;278.0;255.0;7.0;ORD;SFO;1846;4;18;0;0;0;0;0;0;0
-5.0;2007;10;9;2;649.0;655;729.0;734;OO;5571;N250YV;40.0;39.0;24.0;-6.0;MRY;SFO;77;4;12;0;0;0;0;0;0;0
58.0;2007;9;17;1;1108.0;1015;1243.0;1145;WN;305;N632SW;95.0;90.0;81.0;53.0;SAN;SFO;447;5;9;0;0;0;0;58;0;0
63.0;2007;8;24;5;2020.0;1905;2118.0;2015;OO;6457;N983SW;58.0;70.0;47.0;75.0;PMD;SFO;316;4;7;0;0;0;0;0;0;63
65.0;2007;4;4;3;716.0;616;903.0;758;OO;6331;N751SK;167.0;162.0;148.0;60.0;COS;SFO;963;5;14;0;0;65;0;0;0;0
-8.0;2007;6;20;3;641.0;645;812.0;820;MQ;3172;N835AE;91.0;95.0;67.0;-4.0;SNA;SFO;372;4;20;0;0;0;0;0;0;0
-9.0;2007;5;8;2;1053.0;1055;1201.0;1210;UA;431;N924UA;68.0;75.0;50.0;-2.0;BUR;SFO;326;6;12;0;0;0;0;0;0;0
-5.0;2007;1;12;5;732.0;740;1015.0;1020;AA;1259;N4XKAA;283.0;280.0;269.0;-8.0;ORD;SFO;1846;3;11;0;0;0;0;0;0;0
3.0;2007;9;11;2;633.0;611;743.0;740;OO;6393;N764SK;130.0;149.0;117.0;22.0;ABQ;SFO;896;2;11;0;0;0;0;0;0;0
57.0;2007;4;30;1;2134.0;2035;2247.0;2150;MQ;3182;N800AE;73.0;75.0;60.0;59.0;SNA;SFO;372;7;6;0;0;0;0;0;0;57
-5.0;2007;12;17;1;1631.0;1630;1813.0;1818;UA;1223;N912UA;162.0;168.0;143.0;1.0;DEN;SFO;967;5;14;0;0;0;0;0;0;0
-13.0;2007;8;8;3;641.0;645;807.0;820;MQ;3172;N807AE;86.0;95.0;59.0;-4.0;SNA;SFO;372;3;24;0;0;0;0;0;0;0
14.0;2007;9;5;3;1632.0;1629;1937.0;1923;UA;937;N455UA;365.0;354.0;325.0;3.0;IAD;SFO;2419;7;33;0;0;0;0;0;0;0
3.0;2007;6;8;5;1811.0;1815;1933.0;1930;UA;1170;N340UA;82.0;75.0;58.0;-4.0;LAX;SFO;337;4;20;0;0;0;0;0;0;0
43.0;2007;3;26;1;1732.0;1655;1824.0;1741;OO;6247;N295UX;52.0;46.0;32.0;37.0;SMF;SFO;86;5;15;0;0;0;0;43;0;0
-14.0;2007;5;9;3;910.0;905;1051.0;1105;NW;365;N519US;221.0;240.0;202.0;5.0;MSP;SFO;1589;5;14;0;0;0;0;0;0;0
0.0;2007;12;15;6;859.0;855;936.0;936;OO;5558;N293SW;37.0;41.0;24.0;4.0;MRY;SFO;77;6;7;0;0;0;0;0;0;0
16.0;2007;11;11;7;1842.0;1800;2101.0;2045;US;1167;N183UW;319.0;345.0;290.0;42.0;CLT;SFO;2296;4;25;0;0;16;0;0;0;0
6.0;2007;8;3;5;1251.0;1246;1421.0;1415;OO;6406;N962SW;90.0;89.0;68.0;5.0;EUG;SFO;451;11;11;0;0;0;0;0;0;0
8.0;2007;2;10;6;624.0;618;746.0;738;OO;6167;N561SW;82.0;80.0;67.0;6.0;SBA;SFO;262;7;8;0;0;0;0;0;0;0
1.0;2007;3;14;3;835.0;830;1011.0;1010;9 F;653;N937FR;156.0;160.0;136.0;5.0;DEN;SFO;967;7;13;0;0;0;0;0;0;0
-3.0;2007;2;17;6;1410.0;1402;1520.0;1523;UA;806;N934UA;70.0;81.0;53.0;8.0;LAX;SFO;337;6;11;0;0;0;0;0;0;0
20.0;2007;8;10;5;851.0;852;1008.0;948;OO;3917;N465SW;137.0;116.0;100.0;-1.0;SLC;SFO;599;5;32;0;0;20;0;0;0;0
0.0;2007;6;23;6;1011.0;1010;1230.0;1230;UA;139;N214UA;259.0;260.0;224.0;1.0;ORD;SFO;1846;4;31;0;0;0;0;0;0;0
18.0;2007;7;27;5;2217.0;2145;2338.0;2320;9 F;667;N922FR;141.0;155.0;124.0;32.0;DEN;SFO;967;5;12;0;0;0;18;0;0;0
-19.0;2007;12;26;3;1535.0;1540;1850.0;1909;UA;15;N518UA;375.0;389.0;346.0;-5.0;JFK;SFO;2586;7;22;0;0;0;0;0;0;0
6.0;2007;10;15;1;628.0;631;801.0;755;OO;6374;N970SW;93.0;84.0;71.0;-3.0;PSP;SFO;421;7;15;0;0;0;0;0;0;0
-8.0;2007;7;19;4;734.0;741;847.0;855;OO;5488;N234SW;73.0;74.0;58.0;-7.0;SBA;SFO;262;5;10;0;0;0;0;0;0;0
113.0;2007;11;2;5;1753.0;1551;1900.0;1707;OO;6410;N979SW;67.0;76.0;51.0;122.0;BUR;SFO;326;4;12;0;0;0;0;0;0;113
3.0;2007;6;30;6;853.0;904;1036.0;1033;OO;5715;N583SW;103.0;89.0;75.0;-11.0;CEC;SFO;304;9;19;0;0;0;0;0;0;0
5.0;2007;10;13;6;1056.0;1053;1145.0;1140;OO;5641;N250YV;49.0;47.0;32.0;3.0;SMF;SFO;86;8;9;0;0;0;0;0;0;0
-12.0;2007;9;8;6;1909.0;1910;2123.0;2135;FL;57;N291AT;314.0;325.0;280.0;-1.0;ATL;SFO;2139;12;22;0;0;0;0;0;0;0
2.0;2007;3;5;1;832.0;830;1012.0;1010;9 F;653;N932FR;160.0;160.0;141.0;2.0;DEN;SFO;967;7;12;0;0;0;0;0;0;0
13.0;2007;10;21;7;957.0;955;1128.0;1115;XE;7828;N10575;91.0;80.0;58.0;2.0;LAX;SFO;337;4;29;0;0;0;0;0;0;0
45.0;2007;12;21;5;1844.0;1745;2205.0;2120;AA;177;N322AA;381.0;395.0;353.0;59.0;JFK;SFO;2586;4;24;0;0;45;0;0;0;0
-13.0;2007;7;11;3;1458.0;1500;1622.0;1635;AA;1693;N455AA;204.0;215.0;188.0;-2.0;DFW;SFO;1464;3;13;0;0;0;0;0;0;0
2.0;2007;8;16;4;1450.0;1456;1557.0;1555;OO;5756;N221SW;67.0;59.0;48.0;-6.0;CIC;SFO;153;4;15;0;0;0;0;0;0;0
12.0;2007;2;3;6;1801.0;1740;1916.0;1904;OO;6342;N776SK;75.0;84.0;57.0;21.0;ONT;SFO;363;4;14;0;0;0;0;0;0;0
-4.0;2007;11;20;2;957.0;1000;1116.0;1120;AA;1928;N528AA;79.0;80.0;53.0;-3.0;LAX;SFO;337;3;23;0;0;0;0;0;0;0
-2.0;2007;4;30;1;917.0;921;953.0;955;OO;5720;N251YV;36.0;34.0;21.0;-4.0;MOD;SFO;78;4;11;0;0;0;0;0;0;0
-8.0;2007;9;9;7;634.0;635;757.0;805;WN;1806;N224WN;83.0;90.0;66.0;-1.0;SAN;SFO;447;5;12;0;0;0;0;0;0;0
-2.0;2007;8;4;6;7.0;2354;536.0;538;UA;1046;N819UA;269.0;284.0;247.0;13.0;ANC;SFO;2018;6;16;0;0;0;0;0;0;0
-8.0;2007;7;12;4;1602.0;1610;1728.0;1736;OO;6408;N703SK;86.0;86.0;73.0;-8.0;EUG;SFO;451;4;9;0;0;0;0;0;0;0
-4.0;2007;10;3;3;2025.0;2024;2135.0;2139;OO;5601;N567SW;70.0;75.0;58.0;1.0;ACV;SFO;250;7;5;0;0;0;0;0;0;0
4.0;2007;1;12;5;1159.0;1146;1322.0;1318;US;468;N648AW;83.0;92.0;63.0;13.0;LAS;SFO;414;3;17;0;0;0;0;0;0;0
29.0;2007;8;20;1;853.0;821;1004.0;935;OO;5583;N227SW;71.0;74.0;62.0;32.0;SBA;SFO;262;3;6;0;0;29;0;0;0;0
-8.0;2007;1;22;1;1151.0;1159;1306.0;1314;OO;6183;N237SW;75.0;75.0;57.0;-8.0;ACV;SFO;250;13;5;0;0;0;0;0;0;0
-18.0;2007;1;18;4;1743.0;1745;2107.0;2125;AA;177;N320AA;384.0;400.0;354.0;-2.0;JFK;SFO;2586;4;26;0;0;0;0;0;0;0
10.0;2007;9;13;4;1015.0;1022;1200.0;1150;OO;6404;N917SW;105.0;88.0;71.0;-7.0;EUG;SFO;451;15;19;0;0;0;0;0;0;0
2.0;2007;11;10;6;805.0;810;1112.0;1110;UA;295;N542UA;367.0;360.0;342.0;-5.0;MCO;SFO;2445;12;13;0;0;0;0;0;0;0
11.0;2007;2;22;4;855.0;900;1139.0;1128;CO;555;N73291;344.0;328.0;319.0;-5.0;CLE;SFO;2161;9;16;0;0;0;0;0;0;0
40.0;2007;1;3;3;851.0;801;1027.0;947;UA;141;N587UA;96.0;106.0;83.0;50.0;PDX;SFO;550;2;11;0;0;0;0;40;0;0
11.0;2007;9;23;7;1616.0;1605;1731.0;1720;AA;438;N463AA;75.0;75.0;54.0;11.0;LAX;SFO;337;2;19;0;0;0;0;0;0;0
8.0;2007;2;11;7;1128.0;1134;1238.0;1230;OO;6199;N237SW;70.0;56.0;45.0;-6.0;FAT;SFO;158;6;19;0;0;0;0;0;0;0
29.0;2007;10;15;1;2001.0;2005;2150.0;2121;UA;790;N593UA;109.0;76.0;78.0;-4.0;LAX;SFO;337;20;11;0;0;0;0;29;0;0
-14.0;2007;7;3;2;1153.0;1202;1225.0;1239;OO;5741;N290SW;32.0;37.0;20.0;-9.0;MOD;SFO;78;5;7;0;0;0;0;0;0;0
-10.0;2007;7;2;1;852.0;857;1000.0;1010;OO;5565;N250YV;68.0;73.0;56.0;-5.0;BFL;SFO;238;4;8;0;0;0;0;0;0;0
-22.0;2007;8;1;3;710.0;710;914.0;936;UA;831;N649UA;244.0;266.0;230.0;0.0;ORD;SFO;1846;3;11;0;0;0;0;0;0;0
77.0;2007;7;30;1;1016.0;826;1212.0;1055;UA;295;N503UA;296.0;329.0;274.0;110.0;MCO;SFO;2445;5;17;0;0;77;0;0;0;0
5.0;2007;8;23;4;2148.0;2150;557.0;552;NW;222;N589NW;309.0;302.0;284.0;-2.0;HNL;SFO;2398;5;20;0;0;0;0;0;0;0
-12.0;2007;5;31;4;1204.0;1205;1338.0;1350;AA;1445;N292AA;214.0;225.0;195.0;-1.0;DFW;SFO;1464;5;14;0;0;0;0;0;0;0
0.0;2007;1;9;2;1813.0;1815;2048.0;2048;US;741;N710UW;335.0;333.0;316.0;-2.0;PIT;SFO;2254;5;14;0;0;0;0;0;0;0
6.0;2007;7;4;3;2103.0;2106;511.0;505;UA;64;N545UA;308.0;299.0;288.0;-3.0;LIH;SFO;2447;7;13;0;0;0;0;0;0;0
2.0;2007;2;20;2;554.0;600;817.0;815;AS;226;N302AS;143.0;135.0;107.0;-6.0;SEA;SFO;679;12;24;0;0;0;0;0;0;0
51.0;2007;11;30;5;819.0;825;1256.0;1205;DL;411;N3744D;457.0;400.0;427.0;-6.0;JFK;SFO;2586;8;22;0;0;0;0;51;0;0
-4.0;2007;5;27;7;1336.0;1343;1515.0;1519;UA;549;N374UA;159.0;156.0;135.0;-7.0;DEN;SFO;967;7;17;0;0;0;0;0;0;0
131.0;2007;6;11;1;1038.0;826;1306.0;1055;UA;295;N577UA;328.0;329.0;305.0;132.0;MCO;SFO;2445;8;15;0;0;131;0;0;0;0
-3.0;2007;8;29;3;918.0;924;1126.0;1129;UA;729;N385UA;128.0;125.0;104.0;-6.0;SEA;SFO;679;3;21;0;0;0;0;0;0;0
1.0;2007;12;7;5;1027.0;1030;1213.0;1212;UA;1511;N492UA;106.0;102.0;72.0;-3.0;LAS;SFO;414;10;24;0;0;0;0;0;0;0
29.0;2007;5;6;7;2010.0;2011;2154.0;2125;OO;6349;N983SW;104.0;74.0;52.0;-1.0;BUR;SFO;326;4;48;0;0;29;0;0;0;0
51.0;2007;5;14;1;1354.0;1320;1646.0;1555;AA;1687;N4YFAA;292.0;275.0;241.0;34.0;ORD;SFO;1846;9;42;0;0;34;0;17;0;0
136.0;2007;11;8;4;1136.0;918;1244.0;1028;OO;5448;N216SW;68.0;70.0;57.0;138.0;SBP;SFO;191;5;6;0;0;0;0;136;0;0
-15.0;2007;12;3;1;2100.0;2105;2225.0;2240;WN;3061;N428WN;85.0;95.0;68.0;-5.0;LAS;SFO;414;5;12;0;0;0;0;0;0;0
-14.0;2007;5;26;6;641.0;645;811.0;825;MQ;3172;N804AE;90.0;100.0;63.0;-4.0;SNA;SFO;372;3;24;0;0;0;0;0;0;0
3.0;2007;9;9;7;2244.0;2234;2353.0;2350;UA;816;N496UA;69.0;76.0;46.0;10.0;LAX;SFO;337;6;17;0;0;0;0;0;0;0
87.0;2007;12;2;7;825.0;750;1259.0;1132;US;657;N801AW;454.0;402.0;411.0;35.0;PHL;SFO;2521;5;38;0;0;35;0;52;0;0
-24.0;2007;9;1;6;1101.0;1101;1246.0;1310;FL;49;N284AT;285.0;309.0;266.0;0.0;ATL;SFO;2139;6;13;0;0;0;0;0;0;0
10.0;2007;6;29;5;1059.0;1050;1215.0;1205;AA;1928;N520AA;76.0;75.0;50.0;9.0;LAX;SFO;337;4;22;0;0;0;0;0;0;0
0.0;2007;4;28;6;1220.0;1226;1400.0;1400;OO;6262;N236SW;100.0;94.0;83.0;-6.0;MFR;SFO;329;5;12;0;0;0;0;0;0;0
34.0;2007;12;28;5;1858.0;1825;2110.0;2036;AS;498;N754AS;132.0;131.0;93.0;33.0;SEA;SFO;679;7;32;0;0;0;0;34;0;0
-6.0;2007;3;26;1;1811.0;1812;1930.0;1936;UA;552;N827UA;79.0;84.0;61.0;-1.0;SNA;SFO;372;5;13;0;0;0;0;0;0;0
3.0;2007;11;4;7;1846.0;1835;2208.0;2205;AA;197;N5DWAA;382.0;390.0;365.0;11.0;BOS;SFO;2704;3;14;0;0;0;0;0;0;0
-4.0;2007;9;21;5;1629.0;1625;1957.0;2001;DL;151;N649DL;388.0;396.0;328.0;4.0;JFK;SFO;2586;6;54;0;0;0;0;0;0;0
11.0;2007;2;25;7;2126.0;2130;10.0;2359;DL;404;N138DL;344.0;329.0;314.0;-4.0;ATL;SFO;2139;6;24;0;0;0;0;0;0;0
3.0;2007;9;25;2;1325.0;1330;1508.0;1505;UA;65;N546UA;163.0;155.0;135.0;-5.0;DEN;SFO;967;12;16;0;0;0;0;0;0;0
-2.0;2007;8;4;6;720.0;715;828.0;830;AA;1920;N201AA;68.0;75.0;49.0;5.0;LAX;SFO;337;3;16;0;0;0;0;0;0;0
68.0;2007;1;28;7;2203.0;2052;2248.0;2140;OO;6180;N584SW;45.0;48.0;31.0;71.0;SMF;SFO;86;3;11;0;0;0;0;0;0;68
22.0;2007;10;21;7;608.0;605;809.0;747;UA;331;N435UA;121.0;102.0;74.0;3.0;PDX;SFO;550;36;11;0;0;0;0;22;0;0
-20.0;2007;3;6;2;740.0;745;938.0;958;AS;202;N617AS;118.0;133.0;102.0;-5.0;SEA;SFO;679;5;11;0;0;0;0;0;0;0
43.0;2007;8;18;6;1743.0;1715;1928.0;1845;UA;595;N561UA;165.0;150.0;135.0;28.0;DEN;SFO;967;6;24;0;0;0;28;15;0;0
-21.0;2007;2;1;4;2312.0;2310;547.0;608;UA;78;N547UA;275.0;298.0;257.0;2.0;HNL;SFO;2398;4;14;0;0;0;0;0;0;0
50.0;2007;11;3;6;1007.0;918;1135.0;1045;OO;5715;N308SW;88.0;87.0;69.0;49.0;CEC;SFO;304;4;15;0;0;0;0;50;0;0
47.0;2007;3;24;6;1929.0;1858;2116.0;2029;OO;6368;N955SW;107.0;91.0;84.0;31.0;PSP;SFO;421;13;10;0;0;47;0;0;0;0
-1.0;2007;4;29;7;1245.0;1250;1454.0;1455;UA;1167;N382UA;129.0;125.0;113.0;-5.0;SEA;SFO;679;4;12;0;0;0;0;0;0;0
9.0;2007;5;19;6;722.0;715;844.0;835;AA;1920;N455AA;82.0;80.0;61.0;7.0;LAX;SFO;337;3;18;0;0;0;0;0;0;0
-21.0;2007;5;31;4;659.0;700;959.0;1020;CO;448;N73283;360.0;380.0;332.0;-1.0;EWR;SFO;2565;5;23;0;0;0;0;0;0;0
20.0;2007;2;20;2;1846.0;1840;1954.0;1934;OO;6360;N923SW;128.0;114.0;112.0;6.0;SLC;SFO;599;4;12;0;0;20;0;0;0;0
9.0;2007;9;30;7;1601.0;1552;1714.0;1705;OO;6397;N766SK;73.0;73.0;56.0;9.0;ONT;SFO;363;5;12;0;0;0;0;0;0;0
-11.0;2007;10;27;6;935.0;935;1158.0;1209;US;1455;N186US;323.0;334.0;299.0;0.0;CLT;SFO;2296;6;18;0;0;0;0;0;0;0
-14.0;2007;7;5;4;1755.0;1800;2111.0;2125;UA;179;N559UA;376.0;385.0;355.0;-5.0;BOS;SFO;2704;7;14;0;0;0;0;0;0;0
12.0;2007;9;25;2;1740.0;1725;2026.0;2014;UA;915;N677UA;346.0;349.0;317.0;15.0;IAD;SFO;2419;8;21;0;0;0;0;0;0;0
-12.0;2007;7;5;4;1244.0;1250;2038.0;2050;AA;28;N5FBAA;294.0;300.0;275.0;-6.0;HNL;SFO;2398;4;15;0;0;0;0;0;0;0
-9.0;2007;12;10;1;2140.0;2140;26.0;35;UA;225;N455UA;346.0;355.0;329.0;0.0;IAD;SFO;2419;6;11;0;0;0;0;0;0;0
-27.0;2007;9;1;6;838.0;840;1026.0;1053;US;1185;N767UW;288.0;313.0;274.0;-2.0;PIT;SFO;2254;5;9;0;0;0;0;0;0;0
207.0;2007;11;18;7;2340.0;1955;102.0;2135;UA;1503;N453UA;82.0;100.0;62.0;225.0;LAS;SFO;414;5;15;0;0;15;0;0;0;192
6.0;2007;2;25;7;1923.0;1927;2049.0;2043;OO;6220;N289YV;86.0;76.0;67.0;-4.0;SBA;SFO;262;11;8;0;0;0;0;0;0;0
0.0;2007;3;28;3;659.0;705;910.0;910;OO;5739;N215SW;131.0;125.0;99.0;-6.0;RDM;SFO;462;7;25;0;0;0;0;0;0;0
13.0;2007;12;26;3;1910.0;1842;2102.0;2049;UA;1259;N844UA;112.0;127.0;87.0;28.0;SEA;SFO;679;11;14;0;0;0;0;0;0;0
9.0;2007;2;22;4;1434.0;1426;1510.0;1501;OO;5718;N227SW;36.0;35.0;24.0;8.0;MOD;SFO;78;3;9;0;0;0;0;0;0;0
28.0;2007;10;30;2;1841.0;1830;2145.0;2117;UA;907;N541UA;304.0;287.0;273.0;11.0;ORD;SFO;1846;10;21;0;0;11;0;17;0;0
6.0;2007;4;5;4;706.0;705;909.0;903;US;403;N605AW;123.0;118.0;97.0;1.0;PHX;SFO;651;7;19;0;0;0;0;0;0;0
26.0;2007;9;3;1;1852.0;1824;2008.0;1942;UA;764;N839UA;76.0;78.0;61.0;28.0;SNA;SFO;372;3;12;0;0;0;0;0;0;26
15.0;2007;8;15;3;1956.0;2006;2155.0;2140;OO;5647;N298SW;119.0;94.0;101.0;-10.0;MFR;SFO;329;6;12;0;0;15;0;0;0;0
12.0;2007;5;12;6;617.0;625;1000.0;948;UA;171;N533UA;403.0;383.0;372.0;-8.0;BOS;SFO;2704;12;19;0;0;0;0;0;0;0
-18.0;2007;3;10;6;944.0;951;1029.0;1047;OO;6195;N576SW;45.0;56.0;35.0;-7.0;FAT;SFO;158;3;7;0;0;0;0;0;0;0
23.0;2007;6;14;4;1941.0;1918;2054.0;2031;OO;6362;N956SW;73.0;73.0;56.0;23.0;ONT;SFO;363;5;12;0;0;23;0;0;0;0
26.0;2007;2;20;2;1713.0;1648;1830.0;1804;OO;6333;N406SW;77.0;76.0;54.0;25.0;BUR;SFO;326;4;19;0;0;26;0;0;0;0
-15.0;2007;4;2;1;949.0;950;1209.0;1224;UA;139;N213UA;260.0;274.0;239.0;-1.0;ORD;SFO;1846;2;19;0;0;0;0;0;0;0
-7.0;2007;4;1;7;914.0;910;1018.0;1025;OO;6335;N983SW;64.0;75.0;55.0;4.0;MFR;SFO;329;4;5;0;0;0;0;0;0;0
7.0;2007;10;4;4;620.0;620;758.0;751;UA;788;N447UA;98.0;91.0;65.0;0.0;SAN;SFO;447;20;13;0;0;0;0;0;0;0
8.0;2007;8;14;2;606.0;610;800.0;752;UA;707;N930UA;114.0;102.0;95.0;-4.0;PDX;SFO;550;5;14;0;0;0;0;0;0;0
-12.0;2007;5;3;4;1931.0;1935;2212.0;2224;UA;937;N455UA;341.0;349.0;322.0;-4.0;IAD;SFO;2419;8;11;0;0;0;0;0;0;0
0.0;2007;4;7;6;938.0;935;1246.0;1246;US;939;N749US;368.0;371.0;330.0;3.0;PHL;SFO;2521;4;34;0;0;0;0;0;0;0
-7.0;2007;9;24;1;549.0;550;649.0;656;OO;5793;N293SW;60.0;66.0;41.0;-1.0;CIC;SFO;153;3;16;0;0;0;0;0;0;0
-3.0;2007;9;22;6;725.0;730;934.0;937;US;403;N815AW;129.0;127.0;102.0;-5.0;PHX;SFO;651;5;22;0;0;0;0;0;0;0
-10.0;2007;10;25;4;1656.0;1635;1900.0;1910;US;1459;N171US;304.0;335.0;273.0;21.0;CLT;SFO;2296;6;25;0;0;0;0;0;0;0
7.0;2007;11;12;1;1856.0;1845;2127.0;2120;AA;83;N382AA;271.0;275.0;237.0;11.0;ORD;SFO;1846;16;18;0;0;0;0;0;0;0
3.0;2007;11;3;6;1327.0;1329;2133.0;2130;UA;62;N546UA;306.0;301.0;286.0;-2.0;LIH;SFO;2447;4;16;0;0;0;0;0;0;0
-25.0;2007;7;7;6;838.0;840;1027.0;1052;US;1185;N765US;289.0;312.0;275.0;-2.0;PIT;SFO;2254;4;10;0;0;0;0;0;0;0
9.0;2007;10;5;5;1418.0;1410;1524.0;1515;OO;5608;N295SW;66.0;65.0;53.0;8.0;RDD;SFO;199;2;11;0;0;0;0;0;0;0
41.0;2007;10;28;7;918.0;830;1046.0;1005;9 F;653;N916FR;148.0;155.0;132.0;48.0;DEN;SFO;967;7;9;0;0;41;0;0;0;0
-20.0;2007;3;26;1;1804.0;1800;2100.0;2120;AA;1018;N5FJAA;356.0;380.0;338.0;4.0;MIA;SFO;2585;5;13;0;0;0;0;0;0;0
13.0;2007;8;13;1;603.0;605;731.0;718;UA;548;N574UA;88.0;73.0;48.0;-2.0;LAX;SFO;337;4;36;0;0;0;0;0;0;0
-40.0;2007;10;23;2;830.0;830;1009.0;1049;DL;917;N133DN;279.0;319.0;261.0;0.0;ATL;SFO;2139;9;9;0;0;0;0;0;0;0
-14.0;2007;2;17;6;733.0;735;937.0;951;UA;377;N854UA;244.0;256.0;228.0;-2.0;IAH;SFO;1635;5;11;0;0;0;0;0;0;0
-12.0;2007;7;31;2;1945.0;1951;2102.0;2114;UA;778;N928UA;77.0;83.0;61.0;-6.0;SAN;SFO;447;6;10;0;0;0;0;0;0;0
-17.0;2007;1;20;6;1833.0;1840;1941.0;1958;UA;1170;N424UA;68.0;78.0;56.0;-7.0;LAX;SFO;337;2;10;0;0;0;0;0;0;0
26.0;2007;5;10;4;1111.0;1050;1236.0;1210;AA;1928;N474AA;85.0;80.0;50.0;21.0;LAX;SFO;337;4;31;0;0;0;0;5;0;21
-5.0;2007;4;18;3;1242.0;1246;2033.0;2038;UA;74;N212UA;291.0;292.0;274.0;-4.0;HNL;SFO;2398;2;15;0;0;0;0;0;0;0
-10.0;2007;10;3;3;554.0;600;708.0;718;OO;5614;N234SW;74.0;78.0;58.0;-6.0;ACV;SFO;250;7;9;0;0;0;0;0;0;0
6.0;2007;7;5;4;1124.0;1130;1251.0;1245;AA;1936;N479AA;87.0;75.0;63.0;-6.0;LAX;SFO;337;3;21;0;0;0;0;0;0;0
-16.0;2007;3;9;5;1118.0;1120;1328.0;1344;CO;478;N24715;250.0;264.0;227.0;-2.0;IAH;SFO;1635;4;19;0;0;0;0;0;0;0
0.0;2007;4;30;1;1141.0;1146;1320.0;1320;US;468;N634AW;99.0;94.0;66.0;-5.0;LAS;SFO;414;9;24;0;0;0;0;0;0;0
-15.0;2007;2;8;4;548.0;600;702.0;717;OO;6323;N957SW;74.0;77.0;59.0;-12.0;MFR;SFO;329;5;10;0;0;0;0;0;0;0
-16.0;2007;4;20;5;1909.0;1910;2124.0;2140;FL;57;N261AT;315.0;330.0;281.0;-1.0;ATL;SFO;2139;9;25;0;0;0;0;0;0;0
3.0;2007;5;28;1;603.0;606;722.0;719;OO;5483;N908SW;79.0;73.0;55.0;-3.0;MFR;SFO;329;7;17;0;0;0;0;0;0;0
-13.0;2007;11;11;7;653.0;700;819.0;832;AS;399;N773AS;86.0;92.0;67.0;-7.0;PSP;SFO;421;10;9;0;0;0;0;0;0;0
0.0;2007;3;2;5;1834.0;1810;2044.0;2044;FL;57;N308AT;310.0;334.0;291.0;24.0;ATL;SFO;2139;7;12;0;0;0;0;0;0;0
-35.0;2007;2;1;4;1345.0;1355;2015.0;2050;AA;28;N385AA;270.0;295.0;256.0;-10.0;HNL;SFO;2398;2;12;0;0;0;0;0;0;0
-7.0;2007;2;19;1;949.0;950;1217.0;1224;UA;139;N210UA;268.0;274.0;232.0;-1.0;ORD;SFO;1846;3;33;0;0;0;0;0;0;0
5.0;2007;10;31;3;557.0;600;815.0;810;UA;1155;N533UA;138.0;130.0;96.0;-3.0;SEA;SFO;679;4;38;0;0;0;0;0;0;0
-2.0;2007;3;9;5;1820.0;1805;2126.0;2128;UA;189;N842UA;366.0;383.0;346.0;15.0;PHL;SFO;2521;5;15;0;0;0;0;0;0;0
-20.0;2007;2;3;6;1601.0;1608;1725.0;1745;OO;6173;N293SW;84.0;97.0;74.0;-7.0;MFR;SFO;329;2;8;0;0;0;0;0;0;0
-2.0;2007;10;4;4;929.0;930;1034.0;1036;OO;6336;N746SK;65.0;66.0;52.0;-1.0;RNO;SFO;192;5;8;0;0;0;0;0;0;0
11.0;2007;11;28;3;1244.0;1225;1523.0;1512;UA;145;N515UA;279.0;287.0;255.0;19.0;ORD;SFO;1846;2;22;0;0;0;0;0;0;0
-5.0;2007;4;3;2;1013.0;1015;1140.0;1145;AS;599;N788AS;87.0;90.0;68.0;-2.0;SAN;SFO;447;5;14;0;0;0;0;0;0;0
-18.0;2007;5;22;2;1027.0;1030;1337.0;1355;B6;643;N565JB;190.0;205.0;152.0;-3.0;JFK;SFO;2586;15;23;0;0;0;0;0;0;0
34.0;2007;7;5;4;1800.0;1730;2020.0;1946;US;1167;N171US;320.0;316.0;284.0;30.0;CLT;SFO;2296;9;27;0;0;30;0;4;0;0
-32.0;2007;5;9;3;712.0;720;855.0;927;UA;282;N808UA;283.0;307.0;266.0;-8.0;ATL;SFO;2139;6;11;0;0;0;0;0;0;0
-22.0;2007;4;3;2;1829.0;1842;2009.0;2031;UA;555;N853UA;220.0;229.0;205.0;-13.0;DFW;SFO;1464;4;11;0;0;0;0;0;0;0
-12.0;2007;7;12;4;659.0;700;823.0;835;9 F;665;N937FR;144.0;155.0;129.0;-1.0;DEN;SFO;967;7;8;0;0;0;0;0;0;0
21.0;2007;3;1;4;1841.0;1800;1958.0;1937;OO;6264;N236SW;77.0;97.0;67.0;41.0;MFR;SFO;329;3;7;0;0;21;0;0;0;0
